id,parent_id,name_ar,name_en,name_bn,name_de,name_es,name_fr,name_id,name_ml,name_pt,name_ru,name_ta,name_tr,name_ur,name_zh,name_hi,name_it,name_fa,name_am,name_az,name_bs,name_cs,name_ha,name_ku,name_nl,name_ps,name_ro,name_si,name_so,name_sq,name_sv,name_sw,name_tg,name_th,name_ug,name_uz,name_vi,name_yo,slug
283,266,الأخلاق الذميمة,Blameworthy Morals,নিন্দনীয় স্বভাবসমূহ,Schlechte Charaktereigenschaften,Los comportamiento reprobables.,Les caractères blâmables,Akhlak Tercela,ആക്ഷേപകരമായ സ്വഭാവഗുണങ്ങൾ,Comportamentos condaveis,Порицаемые морально-нравственные качества,தீய குணங்கள்,Yerilen Ahlak,اخلاق ذمیمہ/ برے اخلاق,道德败坏,कुत्सित आचरण,Le deplorevoli maniere,اخلاق ناپسندیده,ውግዝ ስነ-ምግባር,Pis əxlaq,Pokuđene osobine,Špatné mravy,Munanan Halaye,ڕەوشتە ناشیرینەکان,Slechte morele eigenschappen,ناوړه أخلاق,Atribute morale condamnate,අපහාසාත්මක සාරධර්ම,Akhlaaqda xun,Vetitë e këqija,Klandervärda egenskaper,Tabia mbovu.,Ахлоқи нописанд,มารยาทที่น่าตำหนิ,ناچار ئەخلاقلار,Ёқимсиз ахлоқлар,Những bản tính đáng trách,Awọn iwa eebu,blameworthy-morals-en
284,267,آداب العالم والمتعلم,Manners of Scholars and Learners,জ্ঞানী ও জ্ঞান অন্বেষণকারীর আদব,Wie man sich als Gelehrten oder Studenten verhalten sollte,Lass etiquetas del conocimiento y la enseñanza.,La bienséance du savant et de l'étudiant,Adab Orang Berilmu dan Penuntut Ilmu,പണ്ഡിതൻ്റെയും വിദ്യാർത്ഥിയുടെയും മര്യാദകൾ,Etiquetas do sábio e do estudante,Этикет учителя и ученика,ஆசிரியர் மற்றும் மாணவருக்கான ஒழுக்கங்கள்,Âlim ve Öğrenci Adabı,عالم اور متعلم کے آداب,老师和学生的礼节,विद्यावान तथा विद्यार्थी के आदाब,L'etichetta dell'erudito e del discepolo,آداب استاد و شاگرد,የዓሊምና የተማሪ ስነ-ስርዓት,Elm öyrənənin və öyrədənin ədəbləri,Pravila ponašanja učenjaka i učenika,Správné chování učence a žáka,Ladaban Malami da Xalibi,ئادابەکانی وڕەوشتی زانا وفێرخواز,Etiquette van de geleerde en de leerling,د عالم او متعلم ادبونه,Manierele celor învățați și ale studenților lor,ගුරු ශිෂ්ය ආචාර ධර්ම,Aadaabta Caalimka iyo Arday,Regullat që kanë të bëjnë me mësuesin dhe nxënësin,Den lärdes och studentens uppförande,Adabu za mjuzi na mwenyekujifunza.,,มารยาทของผู้รู้และผู้ศึกษาหาความรู้,ئوقۇتقۇچى ۋە ئوقۇغۇچىلارنىڭ ئەخلاقى,Олим ва мутааллим одоблари,Lễ nghĩa của thầy và trò,Awọn ẹkọ olumọ ati akẹkọ,manners-of-scholars-and-learners-en
285,267,آداب تلاوة القرآن الكريم,Etiquettes of Reciting the Noble Qur’an,আল-কুরআনুল কারীম তিলাওয়াতের আদব,"Wie man sich verhalten sollte, wenn man den Koran rezitiert",Las etiquetas de la recitación del Sagrado Corán.,La bienséance dans la récitation du Noble Coran,Adab Membaca Al-Qur`an Al-Karim,ഖുർആൻ പാരായണത്തിൻ്റെ മര്യാദകൾ,Etiquetas de recitação do Qur'an,Этикет чтения Священного Корана,அல்குர்ஆன் ஓதுவதன் சிறப்புகள்,Kur'an-ı Kerim Okuma Adabı,قرآن کریم کی تلاوت کے آداب,诵读尊贵《古兰经》的礼节,पवित्र क़ुरआन की तिलावत के आदाब,L'etichetta della recitazione del Nobile Corano,آداب تلاوت قرآن كريم,የተከበረው ቁርአንን የማንበብ ስነ-ስርዓት,Qurani-Kərim oxuyanın ədəbləri,Pravila ponašanja prilikom učenja Kur'ana,Správné chování při recitaci Vznešeného Koránu,Ladaban Karatun Al-qur'ani,ئادابەکانی خوێندنی قورئانی پیرۆز,Etiquette van het reciteren van de Heilige Koran,د قرآن کریم د تلاوت ادبونه,Manierele recitării Coranului,ශුද්ධ වූ අල්කුර්ආන් පාරායනය කිරීමේ ආචාරධර්ම,Aadaabta akhrinta Quraanka Kariimka,Rregullat e leximit të Kuranit fisnik,Att tänka på vid läsning av Koranen,Adabu za usomaji wa Qur'an.,Одоби тиловати Қуръони карим,มารยาทในการอ่านกุรอาน,قۇرئان كىرىم ئوقۇشنىڭ ئەخلاقى,Қуръони Карим тиловатидаги одоблар,Lễ nghĩa xướng đọc Kinh Qur'an,Awọn ẹkọ kika al-Quraani alapọnle,etiquettes-of-reciting-the-noble-qur’an-en
286,267,آداب السلام والاستئذان,Manners of Greeting and Seeking Permission,সালাম ও অনুমতি প্রার্থনার আদব,"Wie man sich verhalten sollte, wenn man jemanden grüßt oder um Einlass bittet",Las etiquetas del saludo y el solicitar permiso.,La bienséance quand on salue et quand on demande la permission d'entrer,Adab Salam dan Meminta Izin,സലാം പറയുന്നതിൻ്റെയും വീട്ടിലേക്ക് പ്രവേശിക്കാൻ അനുവാദം ചോദിക്കുന്നതിൻ്റെയും മര്യാദകൾ,Etiquetas de cumprimento e pedido de permissão,Этикет приветствия и разрешения войти,ஸலாம் கூறி அனுமதி பெறுவதன் ஒழுங்குகள்,Selam Verme ve İzin İsteme Adabı,سلام کرنے اور اجازت چاہنے کے آداب,问候和请求许可的礼节,सलाम करने तथा प्रवेश की अनुमति लेने के आदाब,L'etichetta del saluto e della richiesta di permesso,آداب سلام كردن و اجازه گرفتن,የሰላምታና የማስፈቀድ ስነ-ስርዓት,Salam və icazə istəmə ədəbləri,Pravila ponašanja prilikom nazivanja selama i traženja dozvole za ulazak,Správné chování při pozdravu a dovolování se vstupu,Ladaban Sallama da Neman izini,ئادابەکانی سەلام کردن ومۆڵەت وەرگرتن,Etiquette van begroeting en toestemming,د سلام او اجازې غوښتلو ادبونه,Manierele salutului și cererii permisiunii,සලාම් පැවසීමේ හා අවසර පැතීමේ ආචාරධර්ම,Aadaabta Salaanta iyo idan qaadashada,Rregullat e selamit dhe kërkimit të lejes,Att tänka på vid fredshälsning och att söka tillåtelse,Adabu za kuto asalamu na kubisha Hodi.,Одоби салом ва иҷозат гирифтан,มารยาทในการให้สลามและการขออนุญาติ,سالام بېرىش ۋە ئىزنە سوراشنىڭ ئەخلاقى,Салом бериш ва изн сўраш одоблари,Lễ nghĩa chào Salam và xin phép,Awọn ẹkọ salamọ ati gbigba iyọnda,manners-of-greeting-and-seeking-permission-en
287,267,آداب الكلام والصمت,Manners of Speaking and Keeping Silent,কথা বলা ও চুপ থাকার আদব,Wie und wann man sprechen und schweigen sollte,"Las etiquetas a la hora de hablar, y a la hora de quedarse en silencio.",La bienséance quand on parle et quand on se tait,Adab Berbicara dan Diam,സംസാരത്തിൻ്റെയും നിശബ്ദതയുടെയും മര്യാദകൾ,Etiquetas da fala e do silêncio,Этикет речи и молчания,"பேசுதல், அமைதிகாத்தல் என்பவற்றின் ஒழுங்குகள்",Konuşma ve Susma Adabı,گفتگو اور خاموشی کے آداب,说话和沉默的礼节,बात करने तथा चुप रहने के आदाब,L'etichetta del parlare e del tacere,آداب صحبت كردن و سكوت كردن,የመናገርና የዝምታ ስነ-ስርዓት,Danışma və susma ədəbləri,Pravila ponašanja prlikom govora i šutnje,Správné chování při mluvení i mlčení,Ladaban Magana da kuma shiru,ئادابەکانی قسەکردن وبێدەنگ بوون,Etiquette van spreken en zwijgen,د خبرو کولو او چپ پاتې کیدلو ادبونه,Manierele vorbirii și păstrării tăcerii,කතා කිරීමේ හා නිහඬවීමේ ආචාරධර්ම,Aadaabta Hadalka iyo Aamuska,Rregullat e të folurit dhe të heshtjes,Att tänka på vid tal och tystnad,Adabu ya mazungumzo na kunyamaza.,Одоби сухан ва хомушӣ,มารยาทในการพูดและการนิ่งเงียบ,سۆز قىلىش ۋە سۈكۈت قىلىشنىڭ ئەخلاقى,Сўзлаш ва сукут сақлаш одоблари,Lễ nghĩa nói năng và im lặng,Awọn ẹkọ ọrọ sísọ ati didakẹ,manners-of-speaking-and-keeping-silent-en
288,267,آداب الخلاف,Manners of Divergence,ভিন্নমত পোষণ করার আদব,Manners of Divergence,Las etiquetas en los desacuerdo.,La bienséance quand on diverge,Adab Berbeda Pendapat,,Etiquetas da discordância,Этикет расхождения и разногласий,,İhtilaf Adabı,اختلاف رائے کے آداب,分歧的礼节,विरोध करने के आदाब,,آداب اختلاف,,,Pravila ponašanja u razilaženju,,Ladaban Savani,ئادابەکانی ناکۆکی وجیاوازی بوون,,,,මතභේදයේ ආචාරධර්ම,,,,,,,ئىختىلاپنىڭ ئەخلاقى,,,,manners-of-divergence-en
289,267,آداب المناظرة,Manners of Debate,,Manners of Debate,Las etiquetas en la confrontación.,La bienséance quand on débat,Adab Berdebat,,Etiquetas do debate,Этикет полемики и дискуссии,,Manners of Debate,مناظرہ کے آداب,竞争的礼节,मुनाज़रा (मज़हबी बहस) के आदाब,,آداب مناظره,,,Pravila ponašanja tokom diskusije,,Ladaban Jayayya,ئادابەکانی گفتوگۆکردن (دیبەیتکردن),,,,,,,,,,,,,,,manners-of-debate-en
290,267,آداب الأكل والشرب,Manners of Eating and Drinking,খাওয়া ও পান করার আদব,Wie man sich beim Essen und Trinken verhalten sollte,Las etiquetas ante los alimentos y las bebidas.,La bienséance quand on mange et quand on boit,Adab Makan dan Minum,ഭക്ഷണം കഴിക്കുന്നതിൻ്റെയും പാനീയങ്ങൾ കുടിക്കുന്നതിൻ്റെയും മര്യാദകൾ,Etiquetas de comer e beber,Этикет принятия пищи и питья,"உண்ணல், குடித்தலின் ஒழுங்குகள்",Yeme ve İçme Adabı,کھانے پینے کے آداب,吃喝的礼节,खाने-पीने के आदाब,L'etichetta del mangiare e del bere,آداب خوردن و نوشيدن,የመብላትና የመጠጣት ስነ-ስርዓት,Yemək və içmək ədəbləri,Pravila ponašanja tokom konzumiranja hrane i pića,Správné chování při jídle a pití,Ladaban cin Abinci da Shan Abun Sha,ئادابەکانی خواردن وخواردنەوە,Etiquette van eten en drinken,د خوراک او څښاک ادبونه,Manierele la mâncare și băutură,ආහාරපාන ගැනීමේදී පිළිපැදිය යුතු ආචාරධර්ම,Aadaabta Cunida iyo Cabida,Rregullat e ngrënies dhe pirjes,Att tänka på vid mat och dryck,Adabu ya kula na kunywa.,Одоби хурдану нушидан,มารยาทในการกินและการดื่ม,يىمەك-ئىچمەك ئەخلاقى,Ейиш ва ичиш одоблари,Phép lịch sự trong ăn uống,Awọn ẹkọ jijẹ ati mimu,manners-of-eating-and-drinking-en
291,267,آداب الطريق والسوق,Manners of the Road and the Market,রাস্তা ও বাজারের আদব,Manners of the Road and the Market,Las etiquetas de los caminos y de los mercados.,La bienséance sur la route et au marché,Adab di Jalan dan Pasar,,Etiquetas da estrada e do mercado,Этикет поведения на дорогах и рынках,,Yol ve Çarşı Adabı,راستے اور بازار کے آداب,道路和市场的礼节,राह चलने तथा बाज़ार जाने के आदाब,,آداب عبور و مرور و بازار,,,Pravila ponašanja na putu i na trgovima,,Ladaban Hanya da kuma Kasuwa,ئادابەکانی ڕێگاوبان وبازاڕ,,,,මඟතොට හා වෙළඳපොළෙහි පිළිපැදිය යුතු ආචාරධර්ම,,,,,,,,,,,manners-of-the-road-and-the-market-en
292,267,آداب وأحكام السفر,Manners and Rulings of Travel,সফরের আদব ও বিধানাবলি,Wie man sich auf Reisen verhalten sollte,Las etiquetas y normas del viaje.,La bienséance et les règles à respecter quand on voyage,Adab dan Hukum Safar,യാത്രയുടെ മര്യാദകളും വിധിവിലക്കുകളും,Etiquetas e regras de viagem,Этикет нахождения в пути и связанные с этим законоположения,பிரயாணத்தின் ஒழுங்குகளும் சட்டங்களும்,Yolculuk Adabı ve Hükümleri,سفر کے آداب اور احکام,旅行的礼节和律例,यात्रा के आदाब तथा अहकाम,,آداب و احكام سفر,የጉዞ ህግጋትና ስነ-ስርዓት,Ədəblər və səfər əhkamları,Pravila i propisi tokom putovanja,Správné chování a pravidla týkající se cestování,Ladabai da Hukunce Hukuncen Tafiya,ئادابەکانی وحوکمەکانی سەفەر کردن,Etiquette en regels van reizen,د سفر حکمونه او ادبونه,Manierele și reglementările specifice călătoriei,ගමන්බිමන් හි නීති හා ආචාරධර්ම,Aadaabta iyo Axkaanta Safarka,Rregullat dhe normat e udhëtimit,Uppföranden och bestämmelser om resor,Adabu na Hukumu za Safari.,,มารยาทและบทบัญญัติการเดินทาง,سەپەر قىلىش ئەخلاقى ۋە ھۆكۈملىرى,Сафарнинг одоб ва аҳкомлари,Lễ nghĩa và giáo luật về việc đi đường xa,Awọn ẹkọ ati awọn idajọ irin ajo,manners-and-rulings-of-travel-en
